A,B,C,D,E,score
0.96727127,0.86689276,0.19224316,0.25923538,0.33975703,73.57651
0.7924498,0.93986475,0.7404196,0.8405493,0.82894033,71.634995
0.6567714,0.81632197,0.93488276,0.92810655,0.36414474,71.47511
0.92587,0.11485702,0.5317244,0.22902465,0.8690592,67.92765
0.034422934,0.12715757,0.24101621,0.7325094,0.6894159,69.13149
0.63966465,0.6000747,0.053254604,0.27889502,0.47511876,76.70129
0.9243655,0.24305302,0.29099357,0.52729,0.37881267,77.403854
0.3473974,0.90599644,0.24731904,0.2900595,0.21897352,72.26512
0.9724996,0.24395484,0.61759496,0.20600748,0.63573503,68.989685
0.9726318,0.23614079,0.47456545,0.5684177,0.23336917,75.03674
0.09754902,0.21609586,0.9306273,0.39583987,0.36418653,66.35752
0.04414159,0.9476698,0.13420814,0.35868376,0.24243402,68.99103
0.033352673,0.061934292,0.510589,0.9806967,0.9827248,66.85104
0.05361694,0.57794625,0.5186029,0.1664359,0.9749591,66.03987
0.9404281,0.32433134,0.49219418,0.93057925,0.09276396,75.860504
0.179972,0.8785109,0.50457025,0.19547361,0.9728505,67.58948
0.6777581,0.45231974,0.18357295,0.28731167,0.5435872,75.99426
0.40083557,0.5438411,0.29386145,0.8347269,0.29386795,83.0618
0.38898414,0.94957584,0.99974793,0.8416507,0.48005772,68.22121
0.71788895,0.1754083,0.53617406,0.014661729,0.6919878,67.561005
0.84457284,0.32090592,0.008898914,0.65691715,0.5989441,79.01685
0.106386125,0.3025586,0.40803355,0.87356997,0.06534809,71.04754
0.897683,0.524062,0.6780321,0.8005496,0.42451692,76.64549
0.27611065,0.79145396,0.12259424,0.82264185,0.754849,74.918015
0.0027751327,0.7559806,0.99166536,0.30426395,0.2597295,65.68712
0.17813826,0.8210948,0.94675976,0.1532039,0.5395071,65.56799
0.9824619,0.8435023,0.998328,0.70519125,0.40247595,70.10784
0.92291725,0.44983536,0.2596016,0.5584007,0.33636487,82.443375
0.36410886,0.21358132,0.65326893,0.2982424,0.903225,67.5485
0.17885935,0.09710705,0.44692618,0.0010970831,0.6446363,66.36295
0.103792965,0.48983687,0.4912966,0.48806983,0.38164967,71.27078
0.98531395,0.598399,0.625371,0.108279526,0.3302166,69.70427
0.1978994,0.7481095,0.779855,0.60089195,0.94395316,67.89143
0.757737,0.34606284,0.8386449,0.561636,0.45748127,72.52881
0.12500584,0.8537118,0.6399767,0.98967457,0.9731502,67.84654
0.7645831,0.29457283,0.008460522,0.95112705,0.4592411,81.49864
0.75451726,0.8726595,0.0952732,0.06615347,0.18757975,70.78046
0.4492228,0.6643279,0.053977907,0.1303963,0.5371764,71.94493
0.9364763,0.021427572,0.06748551,0.117949426,0.6291938,67.79184
0.39824075,0.2936951,0.08801669,0.3807248,0.187751,74.36891
0.41731405,0.96538246,0.49429637,0.8181485,0.75222373,73.38792
0.94669217,0.9396486,0.15834892,0.660178,0.69955146,76.64842
0.5413025,0.4616719,0.38464838,0.27597064,0.8444698,71.67964
0.7586905,0.9453951,0.25276464,0.058864653,0.9526784,67.82755
0.8609371,0.68726146,0.6290603,0.53223896,0.24503529,76.57604
0.38920456,0.2919702,0.20052576,0.36296755,0.49946445,74.58618
0.6016281,0.057581663,0.04333067,0.93390965,0.68621665,73.5294
0.42017025,0.324377,0.6246282,0.08987641,0.21022224,68.92867
0.29531163,0.2940703,0.296247,0.081030905,0.70766234,68.72504
0.1771456,0.11417878,0.53217286,0.17818975,0.30374855,67.87353
0.44119024,0.3234809,0.778026,0.17991209,0.56528896,68.208206
0.013981402,0.9558133,0.25899285,0.17968357,0.58923143,67.1997
0.6281935,0.49696243,0.87734634,0.83415776,0.5975565,72.03984
0.18134701,0.36343473,0.5877687,0.6412442,0.8388927,70.141235
0.9287197,0.78167135,0.78685296,0.13945365,0.7664138,67.64542
0.5737006,0.37392735,0.20890534,0.25466353,0.9589558,70.22739
0.32742167,0.6801007,0.87448055,0.16420013,0.29723614,67.429214
0.26038665,0.23832208,0.06875932,0.49791765,0.36210555,73.55397
0.37567192,0.41664958,0.76542646,0.69091296,0.13146168,71.67444
0.71223855,0.7967382,0.14818454,0.75527745,0.117458224,81.729256
0.15574771,0.58619905,0.46652508,0.97633195,0.76905024,72.060776
0.43926382,0.6527559,0.033412755,0.38240987,0.23383707,75.68099
0.1311596,0.7573069,0.8837072,0.20914322,0.44913775,66.12541
0.19955516,0.6029012,0.71298605,0.20865744,0.47597384,68.22354
0.15126318,0.9116013,0.8525537,0.8020463,0.3268298,68.97278
0.2720046,0.72393775,0.5657595,0.34322727,0.461312,73.504265
0.6199008,0.84872967,0.8249477,0.46215892,0.6807169,70.59476
0.71328914,0.50203407,0.29414988,0.8985021,0.58245695,86.42687
0.0129932165,0.9744572,0.9338468,0.52709264,0.4152273,66.16602
0.6892397,0.11196846,0.12109792,0.23215622,0.6483031,70.686165
0.6200919,0.5094593,0.2388776,0.47013992,0.7383066,78.180855
0.06633991,0.011795878,0.9994522,0.5604035,0.36339486,65.43199
0.3518378,0.8126672,0.35938042,0.89943814,0.56218493,78.1564
0.42193407,0.8401875,0.34748828,0.18849999,0.14867514,71.9163
0.4982239,0.4202907,0.6861168,0.29029262,0.055546045,70.25679
0.9682011,0.07528806,0.67573434,0.956619,0.95623404,68.29074
0.806766,0.2616557,0.36535317,0.9296365,0.17779505,78.20566
0.61516273,0.53638786,0.59661794,0.55481064,0.8225415,75.01694
0.06540972,0.806759,0.4321459,0.43253118,0.86175287,68.94931
0.35091037,0.7296543,0.5582179,0.3253314,0.5015968,72.060165
0.38369977,0.26728952,0.9447778,0.37388545,0.765592,67.2918
0.50683075,0.43751198,0.2996533,0.32747513,0.6123663,75.02031
0.41288912,0.8507807,0.74882984,0.33669,0.36511064,70.6947
0.6465005,0.48634416,0.04781717,0.885283,0.29123282,86.435905
0.34761792,0.686976,0.72810096,0.12664753,0.75740004,67.53729
0.1565758,0.2900827,0.38030928,0.078101814,0.19579393,67.82356
0.05568099,0.26971644,0.029888272,0.5885788,0.41451573,71.205765
0.42955935,0.39614606,0.37899172,0.4066254,0.5334776,76.01944
0.36262375,0.8872381,0.65047467,0.02871424,0.6054704,67.21126
0.8382019,0.75420004,0.10853869,0.7444617,0.72350293,80.74445
0.6740426,0.46172482,0.0031292439,0.18886513,0.25608832,73.103615
0.1561318,0.4556638,0.1788997,0.7253188,0.8196644,72.32616
0.631597,0.63672876,0.5564713,0.24354428,0.13008857,72.327736
0.08734721,0.39428502,0.35244006,0.809779,0.024851501,71.63078
0.04444343,0.35744965,0.28124082,0.45919442,0.9682683,67.79854
0.61679375,0.7772574,0.44838023,0.4817772,0.3463884,78.91379
0.7716144,0.2267043,0.43278402,0.23378968,0.41446012,71.72343
0.071976125,0.25141686,0.19459873,0.43109745,0.088433325,69.44312
0.17833978,0.56223273,0.25287956,0.5592338,0.9542672,71.140854
0.058289587,0.38230008,0.7889542,0.9341212,0.04788071,67.80612
0.5729229,0.34752345,0.2446453,0.49542242,0.120820105,77.562515
0.5580623,0.68330216,0.11624634,0.3572815,0.59177095,76.72098
0.20790493,0.21100676,0.58225137,0.49305457,0.04261762,69.4868
0.8423939,0.92406046,0.45502394,0.6572322,0.14921176,76.519775
0.33367908,0.14013702,0.112071574,0.39349192,0.95735675,69.30791
0.2667266,0.16251582,0.8068226,0.049601674,0.3326637,65.67901
0.37443638,0.24584568,0.7585425,0.608117,0.36927557,71.21736
0.60569775,0.9792611,0.9021696,0.18054432,0.4141252,67.23349
0.1776616,0.4997785,0.06904918,0.67582554,0.07429701,73.81218
0.5226373,0.03272307,0.5946836,0.87472594,0.6996113,71.09003
0.6934226,0.9942832,0.21739465,0.8409094,0.76774246,76.51752
0.49030787,0.46669573,0.26822978,0.51697654,0.5646322,79.81677
0.7267047,0.71206087,0.31700188,0.12349713,0.7388424,71.551834
0.68519515,0.94200635,0.30548227,0.04300922,0.6908917,68.84375
0.32849407,0.39407885,0.21598488,0.99775386,0.12656212,76.223946
0.1704753,0.659029,0.50513685,0.5198988,0.85118705,70.83406
0.9985537,0.9309953,0.30448204,0.054729044,0.47372323,68.99191
0.038915634,0.9767487,0.71491426,0.58526313,0.24966419,68.52792
0.47894043,0.27100503,0.2707379,0.17041111,0.07040596,70.27722
0.93103784,0.66810066,0.9761693,0.8250847,0.107159615,69.21597
0.8413383,0.14809084,0.04241711,0.17351341,0.4988621,70.40822
0.10662949,0.83171844,0.77506757,0.8342934,0.076908946,68.4664
0.5398922,0.6199206,0.18296373,0.55311847,0.6442459,81.09235
0.11938548,0.6425746,0.44438052,0.036204398,0.47922486,67.89392
0.5903228,0.5413961,0.6407505,0.51864165,0.83677316,72.5925
0.9502468,0.6663864,0.9772893,0.9356338,0.9975202,66.91942
0.7552294,0.2483828,0.68894774,0.42714387,0.25805813,72.06889
0.08599424,0.09136051,0.76968867,0.9398776,0.91156983,65.88008
0.7167446,0.67352206,0.46076137,0.191697,0.40993452,72.98824
0.74905103,0.4009089,0.79292536,0.8981198,0.9024926,70.01259
0.30096853,0.649801,0.037371397,0.34992886,0.6834785,72.8068
0.056411445,0.22113675,0.49672526,0.06956577,0.52330244,66.71411
0.8873142,0.35761756,0.4444967,0.317842,0.34780276,75.11807
0.763145,0.55640644,0.5078873,0.736818,0.28958768,82.74529
0.18102562,0.043465257,0.62816995,0.053718805,0.38346183,65.70565
0.9271431,0.2824996,0.78010726,0.6297251,0.7890285,70.06403
0.32818514,0.46647632,0.9935387,0.046399713,0.9111839,64.53854
0.7276437,0.83217627,0.3458358,0.58342206,0.2938047,81.626465
0.32018834,0.60855454,0.43888432,0.7390145,0.8312851,74.520065
0.23721784,0.2309094,0.10878295,0.6339923,0.29441613,74.18174
0.024235368,0.20689577,0.47004944,0.7129202,0.007822216,69.574104
0.32843393,0.40632325,0.3660831,0.5337156,0.8036409,73.266464
0.96997625,0.321402,0.09044176,0.6538732,0.07837278,76.4434
0.09678984,0.42560446,0.81921893,0.15229988,0.75194335,65.50374
0.644355,0.12765509,0.83465135,0.31989348,0.8303027,67.36813
0.061231196,0.5779275,0.9310367,0.44195426,0.14656878,67.0095
0.41122538,0.24403417,0.35569006,0.11940539,0.97023606,67.10256
0.6248822,0.8483304,0.85137075,0.72150517,0.406896,72.26538
0.41419548,0.81832385,0.21318704,0.7345872,0.79905105,76.46704
0.6799705,0.7049907,0.2483437,0.2932266,0.30551314,76.351105
0.5364801,0.17125756,0.12904042,0.682379,0.081795335,75.3855
0.52919346,0.80500543,0.009075046,0.34472966,0.4816004,75.55905
0.58955413,0.39674824,0.2916081,0.6941369,0.9905827,73.44417
0.6166009,0.541926,0.81528044,0.87822783,0.67426634,73.272
0.71483266,0.3427111,0.59754586,0.30108917,0.7405939,71.07442
0.6610426,0.980552,0.40880126,0.35228938,0.706894,72.68122
0.72417355,0.21671867,0.05700767,0.33275157,0.100001395,72.62042
0.97316116,0.26502353,0.14812458,0.9529352,0.9628717,72.46634
0.52863884,0.13581473,0.2717414,0.20662838,0.6567779,69.90518
0.010403633,0.07362467,0.58984715,0.653613,0.88715816,66.64977
0.9373663,0.84048283,0.75166655,0.14978015,0.16177654,68.61633
0.6324403,0.1488899,0.5511833,0.9931767,0.44343573,74.368546
0.6574883,0.13616824,0.5456873,0.8895795,0.42428458,75.187454
0.31083572,0.72204846,0.2020886,0.63377994,0.46677905,79.44119
0.89929444,0.3217317,0.12974662,0.3681274,0.2645114,75.35816
0.7038486,0.6779146,0.20292306,0.13995755,0.49411553,73.43969
0.09920019,0.42916697,0.64564735,0.3851868,0.4056937,69.06267
0.26265198,0.36956716,0.20899647,0.5460762,0.5655509,74.89136
0.9977993,0.8880213,0.60915416,0.07362044,0.15121138,67.87654
0.87525713,0.4665475,0.582008,0.52773976,0.55569637,76.34952
0.6391011,0.51355565,0.864931,0.7089862,0.16329432,72.999954
0.23292083,0.81851673,0.4980926,0.6353171,0.93103945,70.15662
0.50715566,0.8263386,0.1555959,0.5256204,0.15963334,78.16899
0.034246445,0.3271404,0.3999685,0.22231317,0.3672269,68.8811
0.34920073,0.53167397,0.59506536,0.4375072,0.31222636,74.0308
0.42697996,0.11019361,0.34731835,0.11553323,0.5719458,68.89888
0.12227708,0.6903461,0.58905464,0.21517467,0.28646272,69.1727
0.90082854,0.9964912,0.2054187,0.8804083,0.49463934,78.77902
0.34882218,0.5058972,0.21112108,0.97090805,0.56559545,79.03148
0.25812173,0.88851845,0.57841474,0.20548028,0.26989883,68.589966
0.46705794,0.37088162,0.1851725,0.9428003,0.9074059,73.859985
0.07615745,0.12618744,0.27353913,0.20255226,0.65908104,66.6261
0.40289068,0.63225365,0.21514398,0.7621391,0.67765695,80.37796
0.44723606,0.5669002,0.46660495,0.47098488,0.36810148,78.00264
0.06692302,0.10361612,0.17950767,0.22809064,0.9724738,65.69233
0.7159009,0.8607727,0.5699312,0.17852563,0.3511479,70.78388
0.80412203,0.5249334,0.25043744,0.8915246,0.20165414,85.30064
0.59193015,0.96202976,0.8758419,0.26483554,0.07635808,67.33678
0.7844863,0.95337695,0.32067603,0.2232421,0.4623887,73.1781
0.390029,0.31577617,0.8646245,0.5008324,0.36381322,70.10913
0.63311976,0.14594752,0.28903025,0.4938606,0.4446962,76.30432
0.9247315,0.5282517,0.14330512,0.057050347,0.9768065,67.82143
0.9716105,0.1577388,0.20791835,0.2023558,0.661498,69.73186
0.7124007,0.2766648,0.7669102,0.75784296,0.53520125,72.74919
0.23592383,0.89545405,0.78505856,0.017369628,0.2796352,66.06621
0.56980115,0.36679775,0.5132968,0.788517,0.77452636,75.6829
0.7496029,0.3226365,0.010746598,0.9215064,0.94631207,74.10805
0.8787454,0.15134251,0.41629308,0.3150046,0.40243757,73.04986
0.6555331,0.754508,0.87225115,0.51723164,0.21972042,71.63009
0.08029783,0.5730868,0.8010169,0.4905846,0.7480338,67.71732
0.27259672,0.8341547,0.7958427,0.6673342,0.69804966,69.81452
0.16323566,0.038004756,0.17090678,0.9315478,0.8023732,69.10792
0.45798993,0.7845972,0.0009952188,0.45656216,0.3488741,77.48979
0.5326197,0.2179637,0.7996394,0.5188872,0.27476633,70.49762
0.36315328,0.49460715,0.13191003,0.8694075,0.48521614,81.368
0.84522605,0.50426364,0.40869176,0.67821455,0.4400286,84.437775
0.8385701,0.04007429,0.79947764,0.1447038,0.6234343,65.94597
0.33905417,0.8896374,0.8720156,0.71346015,0.77407986,69.23239
0.80907863,0.23433632,0.20285833,0.8798619,0.61030185,79.35751
0.29021662,0.8082243,0.52732974,0.25956237,0.76060325,69.503174
0.5360956,0.59166044,0.5973805,0.9286031,0.47144544,78.80975
0.8204021,0.3429913,0.47959,0.83035684,0.120331585,78.330284
0.09507781,0.46223295,0.7582973,0.6255072,0.9683348,66.92944
0.13614422,0.73836046,0.918611,0.82704455,0.43534672,68.305305
0.39732772,0.8849092,0.31570047,0.20928973,0.67424905,71.22389
0.031520665,0.99902475,0.24719894,0.058708906,0.52939403,66.57437
0.19487935,0.46460712,0.06512123,0.49364686,0.6797187,72.78822
0.3079756,0.8208737,0.01701063,0.64912856,0.004228592,74.968704
0.66796917,0.06308138,0.30623895,0.6133209,0.957069,70.56497
0.76742935,0.30096555,0.77674425,0.77462727,0.69673806,72.723366
0.8851659,0.1903367,0.23601365,0.88924617,0.26203096,78.13805
0.032613754,0.99955964,0.24736685,0.98307353,0.26888227,70.768524
0.08250493,0.9119459,0.44844604,0.72958076,0.10978454,70.674446
0.14811486,0.0027819276,0.87434304,0.33301437,0.8859694,64.91943
0.6927465,0.17682499,0.680411,0.3329661,0.7735255,69.41319
0.20512706,0.24673688,0.7185387,0.94824535,0.70512956,69.90834
0.27018082,0.20132983,0.25202262,0.45415932,0.73514295,71.803604
0.76335233,0.11161816,0.7466288,0.99756414,0.47414005,71.5184
0.6346113,0.39038736,0.60042334,0.95275795,0.38465726,78.525314
0.5772582,0.12386143,0.41295934,0.2923481,0.19331956,71.46449
0.0019287467,0.78325075,0.44303912,0.028557181,0.15993816,67.011505
0.65582335,0.6636022,0.6636762,0.34149206,0.60013616,72.968124
0.7985234,0.5395323,0.91340256,0.41192454,0.52210075,70.492615
0.32364213,0.35057694,0.875494,0.40742838,0.82694995,68.09393
0.903232,0.6057219,0.46499056,0.5331215,0.988258,71.95682
0.0066259503,0.33859718,0.93497145,0.3721543,0.126266,66.039734
0.34599423,0.3659104,0.03396803,0.4715219,0.639818,74.38191
0.68341,0.80835444,0.037436843,0.49312413,0.90703446,73.55826
0.7484888,0.7486434,0.21240717,0.45912355,0.6938619,77.91649
0.8638126,0.08299661,0.056369364,0.7259966,0.27683443,75.421234
0.15435582,0.32064736,0.13829565,0.6163354,0.534594,74.165794
0.06669396,0.06580526,0.27737218,0.70199287,0.12563789,69.11905
0.8278507,0.45756716,0.88828546,0.048633873,0.53518605,66.54266
0.28686333,0.19269127,0.58591425,0.7211192,0.35042548,72.025955
0.9208957,0.83828115,0.49376625,0.7199569,0.9081603,72.894
0.54300386,0.769339,0.7328802,0.77061486,0.550645,74.96927
0.7832508,0.9978072,0.2518472,0.2145977,0.9089794,69.37594
0.29642802,0.44026732,0.69512737,0.060877383,0.47371012,67.50821
0.9770122,0.16248065,0.14008266,0.4532647,0.72925854,72.62146
0.6532423,0.8978919,0.1710105,0.52324927,0.15659541,78.5914
0.17414945,0.14883775,0.94722927,0.7080886,0.5957273,66.868256
0.3479029,0.51777124,0.90458107,0.54635763,0.123013735,69.355316
0.27287143,0.63704616,0.9572376,0.8954273,0.7529703,68.67087
0.6397483,0.67548764,0.19995743,0.3599013,0.99293774,71.56679
0.36698782,0.5457716,0.24875844,0.35460734,0.31024098,75.77518
0.11535156,0.5974489,0.3741436,0.047810853,0.74927264,67.034164
0.47929937,0.38602084,0.8995929,0.35647935,0.36125386,69.37235
0.9806674,0.22244519,0.16425169,0.64769304,0.037610948,74.98913
0.22733259,0.7131157,0.5559525,0.6934723,0.2545824,73.765686
0.7631163,0.5114285,0.5245952,0.9993893,0.6419325,78.783264
0.36423773,0.6623916,0.27470762,0.94324577,0.76777846,77.1161
0.6107283,0.015755773,0.13668066,0.30282456,0.31042886,71.80173
0.47384208,0.50499964,0.24615741,0.8788442,0.9013172,75.29518
0.19017339,0.27268034,0.06238079,0.079539955,0.033846557,67.086426
0.06289345,0.3745312,0.41286558,0.57820934,0.57370245,71.41042
0.06456554,0.2651838,0.58652073,0.2702108,0.9352967,66.002655
0.28490853,0.66407335,0.6528539,0.42340422,0.81246966,69.900024
0.98995674,0.5224177,0.5266377,0.63431954,0.2782669,77.4659
0.84564054,0.041077554,0.4432841,0.58037907,0.9080821,70.035225
0.9907897,0.60446715,0.84402525,0.32542586,0.14769536,69.061615
0.78394514,0.5137967,0.0073557496,0.8371897,0.0968976,81.46437
0.53998566,0.6698188,0.78384143,0.5424181,0.6344162,72.40557
0.66061944,0.16667408,0.4134909,0.6229189,0.98290324,71.59576
0.4927948,0.8578489,0.10451621,0.946212,0.85799384,75.38781
0.24215823,0.7535622,0.7891413,0.8490526,0.5144409,71.349594
0.11610496,0.5834795,0.38076353,0.67616904,0.15898407,73.837204
0.95621943,0.97276455,0.7477373,0.9575173,0.30946916,72.49997
0.06791043,0.9161243,0.39547527,0.36243123,0.019096315,67.971535
0.52246994,0.2251541,0.97986156,0.9096365,0.0674063,68.06913
0.45218873,0.31086433,0.82481843,0.3727408,0.8550654,68.14429
0.047694325,0.91890216,0.4175673,0.9724466,0.7731451,69.33385
0.31660295,0.08279109,0.5670946,0.17547506,0.6561566,67.35734
0.065855086,0.8249087,0.59718937,0.5589257,0.69878364,69.86919
0.4424045,0.81033957,0.7405271,0.5282969,0.66530204,71.80263
0.581089,0.16061461,0.068856835,0.06908262,0.62115663,69.15025
0.26447964,0.65957445,0.8332956,0.74813384,0.30013067,71.10101
0.62162143,0.13298136,0.036651254,0.4596101,0.2845214,74.25485
0.8360321,0.70462245,0.7983675,0.90532714,0.23331165,73.06335
0.1731267,0.6196231,0.9083774,0.35034442,0.88887095,66.28252
0.3892321,0.6260593,0.91693217,0.54344594,0.4431286,69.91875
0.5699781,0.17977995,0.19798136,0.7905226,0.68199307,76.990326
0.5749167,0.8966356,0.7162641,0.89550924,0.51042026,74.57776
0.49736124,0.2014082,0.2690218,0.044752,0.8622397,67.83267
0.27998555,0.73089254,0.13042724,0.16387391,0.50288665,70.93472
0.3879968,0.36067027,0.2538479,0.60904574,0.58508676,78.4677
0.46430653,0.5440728,0.36665982,0.568224,0.2260207,79.85297
0.1044817,0.45806515,0.5794683,0.29397684,0.15477496,68.39453
0.90531343,0.16008419,0.8830051,0.42719406,0.28906953,68.224525
0.6896745,0.72403115,0.8798687,0.825276,0.14536816,71.85181
0.42125052,0.29260236,0.53183544,0.5951346,0.07009083,74.139145
0.928904,0.9999685,0.16495115,0.98933154,0.93608814,71.94856
0.7974941,0.112850785,0.42760265,0.8611679,0.81420356,72.986145
0.016880214,0.0496341,0.3443864,0.8884164,0.7008803,68.60755
0.040721297,0.85894984,0.45147318,0.24613768,0.5405165,67.97577
0.9671799,0.6717458,0.16725242,0.19955575,0.99033064,69.08417
0.9888365,0.80840075,0.43955898,0.9376228,0.039268672,75.36215
0.89972633,0.61164874,0.53214484,0.19638002,0.78989404,70.27099
0.4444694,0.056278408,0.96417373,0.06701338,0.10922384,64.81288
0.8727946,0.8011311,0.6949413,0.5044001,0.08096492,72.011986
0.24872869,0.71755314,0.4009003,0.5599976,0.6291944,74.66339
0.21730971,0.21061909,0.30566263,0.3951987,0.30114907,71.40144
0.19206673,0.22608572,0.10965693,0.8974233,0.9533166,70.159706
0.65225273,0.09288722,0.8008701,0.5762517,0.7026391,69.11604
0.8535133,0.17974126,0.12347013,0.66059226,0.89381677,72.91244
0.020082593,0.6132269,0.59903485,0.56866807,0.79368275,68.741936
0.27449846,0.2236566,0.7906895,0.51930094,0.9283497,67.25548
0.9259763,0.07802999,0.9089156,0.7520585,0.9033162,66.70906
0.81649655,0.75043523,0.91983795,0.75619084,0.38060433,71.463936
0.23969746,0.44442803,0.6197279,0.15188432,0.5094826,68.80112
0.49225074,0.12007177,0.018830061,0.23384374,0.22453201,70.56395
0.8100115,0.06765908,0.8456974,0.8978193,0.68028486,68.98959
0.40006238,0.0025155544,0.4090798,0.24140209,0.8921502,67.3442
0.45784193,0.48065627,0.31285965,0.56092983,0.53031385,81.03694
0.61563325,0.5441189,0.87926745,0.28854167,0.598997,69.301895
0.724902,0.25816357,0.8275814,0.18581033,0.46332234,68.532074
0.2615034,0.09504557,0.7050702,0.54546505,0.35356152,68.75769
0.578922,0.6753924,0.9631938,0.6337249,0.5387042,70.3905
0.16691124,0.47174984,0.43480474,0.77436453,0.118667364,73.39459
0.3769607,0.58262116,0.056945384,0.7060256,0.55589175,80.519684
0.9235714,0.11391759,0.96831554,0.6215478,0.31397128,68.684875
0.6230203,0.13473225,0.5147813,0.2990985,0.91167957,68.3972
0.734091,0.17597806,0.13598412,0.13942254,0.02180326,69.63258
0.57235694,0.3170789,0.56457895,0.9323072,0.38292205,77.52781
0.6314597,0.9397263,0.4849062,0.5233746,0.016006589,73.69887
0.18650502,0.6169498,0.7486216,0.23872536,0.26218307,68.01718
0.41661566,0.12719142,0.17209125,0.59111524,0.36332285,75.16664
0.52983576,0.37148023,0.39252508,0.51751095,0.25162637,78.09038
0.3943087,0.96721935,0.32633215,0.668924,0.3716061,78.04405
0.33449167,0.047733784,0.7736815,0.036465466,0.9762626,65.34129
0.273781,0.36150116,0.09206629,0.6043894,0.67689526,74.87825
0.60758334,0.83167845,0.8425515,0.102271914,0.10616696,67.451614
0.09406692,0.8963812,0.4999004,0.10738075,0.12989217,67.172966
0.66463745,0.70034266,0.28476602,0.25739682,0.22889608,75.24368
0.15414393,0.36042053,0.25513053,0.29112375,0.67396945,70.72252
0.8493678,0.40038377,0.5914443,0.020448983,0.5447681,68.53153
0.9627123,0.5384709,0.12812889,0.09966421,0.5456939,71.37338
0.3324951,0.8038176,0.8063111,0.89592856,0.47788686,71.824875
0.8953332,0.060526013,0.16243035,0.9995469,0.39949906,74.494026
0.040183246,0.90561366,0.8194241,0.87217134,0.9533391,66.24782
0.40509975,0.6605646,0.0077264905,0.22761494,0.23020309,72.59973
0.06524247,0.012597859,0.33794773,0.05621785,0.5685698,65.178055
0.5976362,0.18460655,0.4526657,0.00846833,0.5291312,68.233246
0.70841795,0.3348642,0.44012487,0.15275645,0.27268457,71.7723
0.64494425,0.71403104,0.6754848,0.9232085,0.096875966,75.408676
0.83918184,0.6706248,0.55250686,0.3555346,0.5799868,74.14425
0.47882193,0.95450574,0.88719934,0.57026595,0.37593013,69.61722
0.6595716,0.06555015,0.33437347,0.054744244,0.81647474,66.74108
0.86472666,0.3000868,0.4973486,0.8495368,0.68233037,76.33661
0.37420297,0.5854483,0.42158985,0.2456916,0.79797083,70.876526
0.91773427,0.047204733,0.31189317,0.6692144,0.41361052,74.35586
0.4141348,0.0065757036,0.9392279,0.8852301,0.8157775,66.17998
0.75201654,0.17434454,0.5235787,0.04523939,0.9595589,66.341805
0.3798195,0.41783231,0.8698106,0.055544853,0.97645944,65.21292
0.87576044,0.11784732,0.5928456,0.038967848,0.16307789,67.69675
0.35235113,0.4044122,0.23272288,0.24184686,0.9318469,69.13275
0.7112677,0.15087402,0.7405451,0.41040438,0.8512767,68.53656
0.2704383,0.6475175,0.16742921,0.72096646,0.66508704,77.0122
0.4808271,0.15119451,0.8555627,0.11127108,0.23711514,66.04849
0.21807963,0.05581236,0.4877224,0.36231428,0.08158004,67.933334
0.97362036,0.053892672,0.25935543,0.98221886,0.45567334,75.132706
0.7322265,0.048849463,0.24771196,0.062455,0.36244935,68.915726
0.4326257,0.4162879,0.5552721,0.4080299,0.29457617,74.20659
0.73715127,0.78818566,0.8405024,0.78636926,0.018778324,71.21548
0.9722986,0.1437493,0.80113137,0.6603781,0.68521416,69.60223
0.9031032,0.08177847,0.3833958,0.59483665,0.73950607,72.96965
0.73586243,0.986244,0.31454277,0.6799872,0.951865,73.16858
0.19335622,0.7714468,0.9461818,0.9261191,0.83639956,66.87761
0.5199989,0.8231789,0.4256124,0.49698293,0.83921206,73.8024
0.36901003,0.8282904,0.92139626,0.25540286,0.36579424,67.73079
0.63007534,0.3714519,0.43195158,0.6070476,0.5209261,80.10688
0.3142959,0.08515507,0.4493718,0.2908504,0.9247222,67.62834
0.44516778,0.89238995,0.5443898,0.88864607,0.45613056,76.598656
0.24869776,0.40780222,0.3417554,0.7274943,0.079104364,74.29653
0.37831324,0.7795214,0.46559662,0.72420305,0.7870512,74.51227
0.5116535,0.08257675,0.2091099,0.91316885,0.4129212,75.780685
0.019735098,0.11902225,0.8749473,0.8526268,0.6425405,66.51943
0.52579045,0.858138,0.4033885,0.7970854,0.72911483,77.47423
0.9741334,0.631525,0.36158335,0.23860496,0.32990754,73.81288
0.10237771,0.43843907,0.7138178,0.81048054,0.9661989,67.39953
0.44250977,0.70034766,0.41138077,0.03947419,0.49874663,70.10632
0.26271975,0.00043553114,0.054978788,0.8782393,0.39566946,71.14714
0.6752357,0.8520348,0.7142414,0.21567696,0.39337778,70.741714
0.44616288,0.5011675,0.8223941,0.4891981,0.7199937,70.09854
0.88198316,0.036159933,0.3676864,0.9964394,0.9708109,69.22539
0.20382851,0.96053195,0.40607625,0.19156337,0.025784612,68.21701
0.50533044,0.91789156,0.39750296,0.16310209,0.1700803,70.27235
0.7375582,0.4729002,0.6161046,0.37399316,0.4060338,74.94176
0.114530385,0.6831371,0.7311622,0.08893108,0.916991,65.25714
0.02113998,0.39668125,0.13485843,0.75641656,0.96804655,68.5136
0.7395494,0.37077707,0.35108888,0.090020776,0.7460439,69.836624
0.8378474,0.8862415,0.31150126,0.749401,0.35599583,81.97221
